name	term	lev	seq	value
"extracellular space"	GO:0005615	2	isogroupSym_37848_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_91477_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_108429_c4_g10	0
"extracellular space"	GO:0005615	2	isogroupSym_320719_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_65766_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_42907_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_125813_c2_g2	1
"extracellular space"	GO:0005615	2	isogroupSym_144846_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_59021_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_42346_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_104530_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_22238_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_148111_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_88520_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_275980_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_144022_c0_g3	1
"extracellular space"	GO:0005615	2	isogroupSym_242576_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_242526_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_213679_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_137441_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_66143_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_65187_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_80325_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_18492_c0_g2	0
"extracellular space"	GO:0005615	2	isogroupSym_76342_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_95183_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_48883_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_53466_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_240716_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_239042_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_64634_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_191713_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_176354_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_128633_c2_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_112863_c3_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_101146_c0_g2	1
"extracellular space"	GO:0005615	2	isogroupSym_244702_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_33919_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_176645_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_46653_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_100611_c0_g2	0
"extracellular space"	GO:0005615	2	isogroupSym_101988_c1_g3	0
"extracellular space"	GO:0005615	2	isogroupSym_132802_c3_g4	0
"extracellular space"	GO:0005615	2	isogroupSym_125866_c2_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_206406_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_75711_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_75897_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_276868_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_23574_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_238392_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_52523_c0_g1	1
"extracellular space"	GO:0005615	2	isogroupSym_14118_c0_g1	0
"extracellular space"	GO:0005615	2	isogroupSym_67717_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_179177_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_204912_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_216120_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_173515_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_126107_c6_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_30900_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_102785_c0_g1	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_84510_c0_g2	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_66908_c0_g2	1
"intraciliary transport particle B"	GO:0030992	2	isogroupSym_91979_c0_g1	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_208950_c0_g1	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_172945_c0_g1	1
"plant-type vacuole"	GO:0000325	4	isogroupSym_91477_c0_g1	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_36434_c0_g1	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_276767_c0_g1	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_109030_c0_g2	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_16820_c0_g1	0
"plant-type vacuole"	GO:0000325	4	isogroupSym_60039_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_103877_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_55176_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_100977_c1_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_119422_c1_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_273728_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_101460_c0_g3	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_8201_c0_g1	1
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_138956_c0_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_79174_c0_g1	1
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_133421_c3_g3	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_216004_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_103877_c0_g3	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_81077_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_72839_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_95794_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_94605_c0_g3	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_133421_c3_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_148482_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_94887_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_12411_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_101460_c0_g4	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_94887_c0_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_142992_c1_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_110497_c5_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_101460_c0_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_81077_c0_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_113728_c3_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_238709_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_102769_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_186183_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_133421_c3_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_88907_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_138763_c4_g1	1
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_148482_c0_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_118609_c3_g2	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_113728_c3_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_209502_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_142488_c5_g1	1
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_239420_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_106636_c7_g3	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_64771_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_317551_c0_g1	1
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_113851_c3_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_156448_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_64817_c0_g1	0
"large ribosomal subunit"	GO:0022625;GO:0015934	3	isogroupSym_317754_c0_g1	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_69265_c0_g1	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_34099_c0_g1	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_86885_c0_g2	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_113255_c3_g4	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_58846_c0_g1	1
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_58214_c0_g1	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_74118_c0_g1	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_277651_c0_g1	0
"extrinsic component of cytoplasmic side of plasma membrane"	GO:0140268;GO:0031234	3	isogroupSym_69371_c0_g1	0
"ruffle membrane"	GO:0032587	3	isogroupSym_58909_c0_g1	1
"ruffle membrane"	GO:0032587	3	isogroupSym_123516_c0_g1	0
"ruffle membrane"	GO:0032587	3	isogroupSym_151497_c1_g1	1
"ruffle membrane"	GO:0032587	3	isogroupSym_80334_c0_g1	0
"ruffle membrane"	GO:0032587	3	isogroupSym_82815_c0_g1	0
"ruffle membrane"	GO:0032587	3	isogroupSym_40242_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_136337_c1_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_58133_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_219969_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_240948_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_206497_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_104112_c2_g5	0
"recycling endosome"	GO:0055037	5	isogroupSym_308338_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_159932_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_137621_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_206164_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_75400_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_17517_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_108429_c4_g10	0
"recycling endosome"	GO:0055037	5	isogroupSym_320551_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_18246_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_100008_c0_g3	1
"recycling endosome"	GO:0055037	5	isogroupSym_34870_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_14103_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_100008_c0_g2	0
"recycling endosome"	GO:0055037	5	isogroupSym_278527_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_24501_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_239078_c0_g1	0
"recycling endosome"	GO:0055037	5	isogroupSym_58647_c0_g1	1
"recycling endosome"	GO:0055037	5	isogroupSym_119312_c1_g2	0
"cell projection membrane"	GO:0031253	4	isogroupSym_160937_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_58909_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_239201_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_249747_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_158536_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_60402_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_73903_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_123516_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_70053_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_133134_c4_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_39322_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_94995_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_62310_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_100246_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_107341_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_57809_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_188156_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_101949_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_86758_c0_g2	0
"cell projection membrane"	GO:0031253	4	isogroupSym_140371_c3_g5	0
"cell projection membrane"	GO:0031253	4	isogroupSym_85287_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_157779_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_174644_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_159065_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_94677_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_104813_c0_g3	1
"cell projection membrane"	GO:0031253	4	isogroupSym_151497_c1_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_133513_c1_g2	1
"cell projection membrane"	GO:0031253	4	isogroupSym_174921_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_85016_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_80760_c0_g2	0
"cell projection membrane"	GO:0031253	4	isogroupSym_106467_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_219681_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_175745_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_146928_c6_g3	1
"cell projection membrane"	GO:0031253	4	isogroupSym_122498_c1_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_58642_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_13829_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_82786_c0_g2	1
"cell projection membrane"	GO:0031253	4	isogroupSym_147166_c2_g4	1
"cell projection membrane"	GO:0031253	4	isogroupSym_211553_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_159554_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_82311_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_100230_c0_g3	0
"cell projection membrane"	GO:0031253	4	isogroupSym_80334_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_82815_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_176085_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_51318_c0_g1	0
"cell projection membrane"	GO:0031253	4	isogroupSym_40242_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_57484_c0_g1	1
"cell projection membrane"	GO:0031253	4	isogroupSym_81664_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_94455_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_48198_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_176854_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_91652_c0_g2	0
"supramolecular complex"	GO:0099080	2	isogroupSym_118650_c6_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_92239_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_85005_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_77805_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_107305_c3_g2	0
"supramolecular complex"	GO:0099080	2	isogroupSym_21229_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_52868_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_37109_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_163037_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_23466_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_109548_c1_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_45361_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_82748_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_114082_c3_g9	0
"supramolecular complex"	GO:0099080	2	isogroupSym_101851_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_208596_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_148027_c1_g2	0
"supramolecular complex"	GO:0099080	2	isogroupSym_79206_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_69433_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_209209_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_80984_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_123516_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_116773_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_75486_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_177101_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_84604_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_49504_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_107369_c3_g5	0
"supramolecular complex"	GO:0099080	2	isogroupSym_165879_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_57681_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_113215_c4_g5	1
"supramolecular complex"	GO:0099080	2	isogroupSym_76299_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_151669_c6_g4	0
"supramolecular complex"	GO:0099080	2	isogroupSym_155785_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_205051_c0_g1	1
"supramolecular complex"	GO:0099080	2	isogroupSym_52373_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_58749_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_240417_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_241956_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_82269_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_245423_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_52894_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_62594_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_66024_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_311404_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_95826_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_61859_c0_g1	0
"supramolecular complex"	GO:0099080	2	isogroupSym_152359_c0_g2	1
