name	term	lev	seq	value
"chromatin binding"	GO:0003682	2	isogroupSym_21816_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_80686_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_147606_c1_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_146609_c1_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_55146_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_156331_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_100611_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_283107_c0_g1	1
"chromatin binding"	GO:0003682	2	isogroupSym_122627_c2_g2	0
"chromatin binding"	GO:0003682	2	isogroupSym_155342_c0_g1	1
"chromatin binding"	GO:0003682	2	isogroupSym_76306_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_128044_c3_g2	0
"chromatin binding"	GO:0003682	2	isogroupSym_84649_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_55683_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_89818_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_43870_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_240920_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_41872_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_242296_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_137683_c2_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_238402_c0_g1	1
"chromatin binding"	GO:0003682	2	isogroupSym_50147_c0_g1	1
"chromatin binding"	GO:0003682	2	isogroupSym_94624_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_55106_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_140692_c1_g2	0
"chromatin binding"	GO:0003682	2	isogroupSym_58604_c0_g2	0
"chromatin binding"	GO:0003682	2	isogroupSym_79933_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_273973_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_116686_c5_g3	0
"chromatin binding"	GO:0003682	2	isogroupSym_206071_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_120541_c4_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_129090_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_111470_c6_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_134746_c2_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_86869_c0_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_108628_c4_g1	0
"chromatin binding"	GO:0003682	2	isogroupSym_83968_c0_g3	0
"chromatin binding"	GO:0003682	2	isogroupSym_92776_c1_g1	1
"chromatin binding"	GO:0003682	2	isogroupSym_16359_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_69265_c0_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_82748_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_34099_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_79206_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_219969_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_94995_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_131489_c5_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_11400_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_152394_c2_g3	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_246041_c0_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_273233_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_94677_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_104813_c0_g3	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_209792_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_156721_c0_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_46626_c0_g2	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_64704_c0_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_98432_c1_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_95010_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_240555_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_86885_c0_g2	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_144324_c2_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_123499_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_73590_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_278593_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_21183_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_58642_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_54900_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_18246_c0_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_82786_c0_g2	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_271529_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_58846_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_239078_c0_g1	1
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_139652_c5_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_14456_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_73031_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_58214_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_173168_c0_g1	0
"phosphatidylinositol binding"	GO:0035091	2	isogroupSym_74118_c0_g1	0
"protein-glycine ligase activity"	GO:0070735	3	isogroupSym_105881_c1_g3	0
"protein-glycine ligase activity"	GO:0070735	3	isogroupSym_64983_c0_g1	0
"protein-glycine ligase activity"	GO:0070735	3	isogroupSym_271831_c0_g1	0
"protein-glycine ligase activity"	GO:0070735	3	isogroupSym_86954_c0_g2	0
"protein-glycine ligase activity"	GO:0070735	3	isogroupSym_66513_c0_g1	0
"protein-glycine ligase activity"	GO:0070735	3	isogroupSym_162534_c0_g1	1
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_16711_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_158199_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_278755_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_104720_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_59147_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_104103_c2_g11	1
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_146705_c4_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_142353_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_8639_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_150495_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_158739_c0_g1	1
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_109407_c1_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_145687_c2_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_79196_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_101567_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_147809_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_57789_c0_g1	1
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_12854_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_110246_c0_g1	0
"fatty acid synthase activity"	GO:0004312	5	isogroupSym_90484_c0_g2	0
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_239852_c0_g1	0
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_127086_c1_g3	1
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_102974_c1_g2	1
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_87448_c0_g1	0
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_104530_c0_g1	1
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_280407_c0_g1	0
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_112584_c3_g4	0
"phosphotransferase activity, carboxyl group as acceptor"	GO:0016774	3	isogroupSym_103230_c4_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_108352_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_77322_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_77536_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_105248_c2_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_14722_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_205819_c0_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_131261_c1_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_16762_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_158429_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_278835_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_46889_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_210142_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_21920_c0_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_274648_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_308612_c0_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_54899_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_207088_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_23585_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_54352_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_38777_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_243193_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_9098_c0_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_17517_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_90442_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_55200_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_102930_c7_g4	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_17065_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_38928_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_177108_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_20937_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_34870_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_146561_c4_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_104910_c0_g2	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_278711_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_64678_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_18999_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_35490_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_86251_c0_g2	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_86263_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_39864_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_161311_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_307951_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_82311_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_31913_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_241374_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_278242_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_34389_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_311282_c0_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_86282_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_57484_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_280473_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_157307_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_206534_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_20740_c0_g1	1
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_73990_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_182950_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_95477_c0_g2	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_16559_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_56539_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_274033_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_45965_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_278351_c0_g1	0
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	4	isogroupSym_237344_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_103069_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_44702_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_108352_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_77322_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_94455_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_77536_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_175570_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_49280_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_93418_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_105248_c2_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_103894_c0_g2	1
"molecular function regulator"	GO:0098772	1	isogroupSym_160420_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_14722_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_205819_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_175732_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_239491_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_276117_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_101433_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_103894_c0_g4	0
"molecular function regulator"	GO:0098772	1	isogroupSym_74035_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_161735_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_19765_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_131261_c1_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_277651_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_155082_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_57566_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_16762_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_148027_c1_g2	0
"molecular function regulator"	GO:0098772	1	isogroupSym_82462_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_16639_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_116773_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_160359_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_208707_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_120216_c2_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_15435_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_83170_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_116556_c1_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_158429_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_278835_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_209358_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_46889_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_240417_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_280473_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_210142_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_179576_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_62594_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_21920_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_92531_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_121495_c9_g2	0
"molecular function regulator"	GO:0098772	1	isogroupSym_57055_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_82495_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_274648_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_124367_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_103894_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_148027_c1_g6	0
"molecular function regulator"	GO:0098772	1	isogroupSym_104112_c2_g5	0
"molecular function regulator"	GO:0098772	1	isogroupSym_139886_c2_g6	0
"molecular function regulator"	GO:0098772	1	isogroupSym_308338_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_237234_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_60624_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_308612_c0_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_121495_c9_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_80310_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_74161_c0_g2	0
"molecular function regulator"	GO:0098772	1	isogroupSym_160869_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_126957_c4_g3	0
"molecular function regulator"	GO:0098772	1	isogroupSym_73212_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_119023_c7_g1	1
"molecular function regulator"	GO:0098772	1	isogroupSym_86804_c1_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_124724_c1_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_95934_c0_g2	0
"molecular function regulator"	GO:0098772	1	isogroupSym_208559_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_130013_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_54899_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_62667_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_252436_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_96148_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_92133_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_207088_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_122811_c1_g2	0
"molecular function regulator"	GO:0098772	1	isogroupSym_150405_c5_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_68480_c0_g2	0
"molecular function regulator"	GO:0098772	1	isogroupSym_76844_c0_g1	0
"molecular function regulator"	GO:0098772	1	isogroupSym_88879_c0_g1	1
